Symbol,Date,Open,High,Low,Close,Volume,volumeMoV,close20EMA,closeMoV,vira21dayMAc,vira21dayMAp,emaslow,emafast,macd,signalMACD,histogramMACD,ensambleFzInput,rsi,fastK,fastD,slowD,curvaVerde,curvaRoja,sigCruzeC,sigCruzeV,volumeSD,priceSD,rangeVolume,rangePrice,averageVolume,averagePrice,volumeUCL,volumeLCL,priceUCL,priceLCL,flagVolume,flagPrft,fluidSingal,ensamble1dGenome,ensamble2dGenome,ensamble3dGenome,comboLRGR,upperBB,lowerBB,20dSMA Close,20dStdev Close,20dStedv Close K,macdRatio,macdAngle,signalMACDRatio,signalMACDAngle,histMACDRatio,histMACDAngle,viraCRatio,viraCAngle,viraPRatio,viraPAngle,viraDiffRatio,viraDiffAngle,ubolingerBandRatio,ubolingerBandAngle,lbolingerBandRatio,lbolingerBandAngle,bolingerDiffRatio,bolingerDiffAngle,unDia,tresDias,unDiaPerformance,tresDiasPerformance,20EMA&50SMA_slope,pct*low>20EMA,buyPrice=low*pctBuyPrice,FlagAseComproA,FlagAseComproDay,FlagAseVendioA,FlagAprftMax,FlagAprftMaxDay,FlagAmaxLoss,FlagAmaxLossDay,FlagAprft2pctDay,FlagAloss1pctDay,FlagAmensaje1,FlagAmensaje2,20EMA&50SMA_slope,pct*low>20EMA,buyPrice=low*pctBuyPrice,FlagBSeComproA,FlagBseComproDay,FlagBseVendioA,FlagBprftMax,FlagBprftMaxDay,FlagBmaxLoss,FlagBmaxLossDay,FlagBprft2pctDay,FlagBloss1pctDay,FlagBmensaje1,FlagBmensaje2
AHY.AX,2018-03-21,1.309999942779541,1.315000057220459,1.284999966621399,1.3049999475479126,17298568,0,0,0,0,0,0,0,0,0,0,0,35.48387096774192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5O4C3L0,0,0,0H5O4C3L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Short,0.9961685858754068,0.977011515252441,no Valido,no Valido
AHY.AX,2018-03-22,1.2999999523162842,1.3049999475479126,1.2869999408721924,1.2999999523162842,2376643,0,0,0,0,0,0,0,0,0,0,5,35.48387096774192,0,0,0,90.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5O3C3L0,H5O4C3L0H5O3C3L0,0,5H5O3C3L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,0.9846153987229934,0.9923076993614967,no Valido,no Valido
AHY.AX,2018-03-23,1.284999966621399,1.2899999618530273,1.2699999809265137,1.2799999713897705,1115831,0,0,0,0,0,0,0,0,0,0,10,35.48387096774192,0,0,0,85.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5O3C2L0,H5O3C3L0H5O3C2L0,H5O4C3L0H5O3C3L0H5O3C2L0,10H5O3C2L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,0.9960937536379789,1.0117187390860634,no Valido,no Valido
AHY.AX,2018-03-26,1.2699999809265137,1.274999976158142,1.2549999952316284,1.274999976158142,1484386,0,0,0,0,0,0,0,0,0,0,15,35.48387096774192,0,0,0,80.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5C5O3L0,H5O3C2L0H5C5O3L0,H5O3C3L0H5O3C2L0H5C5O3L0,15H5C5O3L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,1.0117646948826489,1.003921564960883,no Valido,no Valido
AHY.AX,2018-03-27,1.2799999713897705,1.2949999570846558,1.2649999856948853,1.2899999618530273,1931966,0,0,0,0,0,0,0,0,0,0,20,35.48387096774192,0,0,0,75.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5C4O2L0,H5C5O3L0H5C4O2L0,H5O3C2L0H5C5O3L0H5C4O2L0,20H5C4O2L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,1.0038759654104532,0.9806201729477335,no Valido,no Valido
AHY.AX,2018-03-28,1.274999976158142,1.309999942779541,1.274999976158142,1.2949999570846558,1599407,0,0,0,0,0,0,0,0,0,0,25,35.48387096774192,0,0,0,70.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5C2O0L0,H5C4O2L0H5C2O0L0,H5C5O3L0H5C4O2L0H5C2O0L0,25H5C2O0L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,0.9884169990795569,0.9845559987727426,no Valido,no Valido
AHY.AX,2018-03-29,1.2949999570846558,1.2999999523162842,1.274999976158142,1.2799999713897705,1711471,0,0,0,0,0,0,0,0,0,0,30,35.48387096774192,0,0,0,65.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5O4C1L0,H5C2O0L0H5O4C1L0,H5C4O2L0H5C2O0L0H5O4C1L0,30H5O4C1L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,0.9882812609139366,0.9960937536379789,no Valido,no Valido
AHY.AX,2018-04-03,1.2699999809265137,1.2799999713897705,1.2649999856948853,1.2649999856948853,1892250,0,0,0,0,0,0,0,0,0,0,35,35.48387096774192,0,0,0,60.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5O1C0L0,H5O4C1L0H5O1C0L0,H5C2O0L0H5O4C1L0H5O1C0L0,35H5O1C0L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,1.007905130890388,1.0237153926711635,no Valido,no Valido
AHY.AX,2018-04-04,1.2699999809265137,1.284999966621399,1.2599999904632568,1.274999976158142,1296014,0,0,0,0,0,0,0,0,0,0,40,35.48387096774192,0,0,0,55.00000000000001,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5C3O2L0,H5O1C0L0H5C3O2L0,H5O4C1L0H5O1C0L0H5C3O2L0,40H5C3O2L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,1.0,1.015686259843532,no Valido,no Valido
AHY.AX,2018-04-05,1.2799999713897705,1.284999966621399,1.2699999809265137,1.274999976158142,725627,0,0,0,0,0,0,0,0,0,0,45,35.48387096774192,0,0,0,50.0,55.00000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H5O3C1L0,H5C3O2L0H5O3C1L0,H5O1C0L0H5C3O2L0H5O3C1L0,45H5O3C1L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keep,Keep,1.015686259843532,1.003921564960883,no Valido,no Valido
